Name,Rating,CountReviewsratings,DiscountPrice,OriginalPrice,DiscountPercent,BankOfffers,DeliveryDetails,Specification,Links
"AXL Intel Celeron Dual Core 9th Gen - (4 GB/256 GB SSD/Windows 11 Home) 15W_LAP02 Thin and Light Laptop  (15.6 inch, Space Grey)",4,22 Ratings & 2 Reviews,"₹16,980","₹33,990",50% off,"['Bank Offer10% off on BOBCARD Transactions, up to ₹1,000 on orders of ₹10,000 and aboveT&C', 'Bank Offer10% off on BOBCARD EMI Transactions, up to ₹2,000 on orders of ₹10,000 and aboveT&C', 'Bank Offer10% off on Citi-branded Credit and Debit Card Txns, up to ₹1,500 on orders of ₹10,000 and aboveT&C', 'Special PriceGet extra 15% off (price inclusive of cashback/coupon)T&C', 'Buy This Product and get ₹500 Off on Next AC Purchase*T&C', 'Partner OfferSign-up for Flipkart Pay Later & get free Times Prime Benefits worth ₹10,000*Know More', 'Bank Offer10% off on Citi-branded Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and aboveT&C', 'Bank Offer10% off on HSBC Bank Credit Card and EMI Transactions, up to ₹1,500 on orders of ₹5,000 and aboveT&C', 'Bank Offer10% off on Federal Bank Credit Card Transactions, up to ₹1,250 on orders of ₹10,000 and aboveT&C', 'Bank Offer10% off on Federal Bank Credit Card EMI Transactions, up to ₹1,750 on orders of ₹10,000 and aboveT&C', 'Bank OfferFlat ₹1,000 off on OneCard Credit Card EMI Transactions on orders of ₹10,000 and aboveT&C', 'Bank Offer10% off on DBS Bank Credit Card Transactions, up to ₹2,000 on orders of ₹5,000 and aboveT&C', 'Bank OfferExtra ₹1000 off on BOBCARD EMI Txns of 9 months and above tenure, Min Product Value ₹29,990T&C', 'Bank OfferExtra ₹500 off on Citi-branded Credit Card EMI Transactions on products priced ₹29,990 and aboveT&C', 'Bank OfferExtra ₹500 off on HSBC Bank Credit Card EMI Transactions on products priced ₹24,990 and aboveT&C', 'Bank Offer5% Cashback on Flipkart Axis Bank CardT&C', 'EMI starting from ₹597/monthView Plans']","Delivery by21 Feb, Wednesday|Free?","{'General': {'Sales Package': '1 Unit Laptop, 1 Unit Adaptor', 'Model Number': '15W_LAP02', 'Part Number': '15W_LAP02', 'Model Name': 'AXL Vayu Book', 'Color': 'Space Grey', 'Type': 'Thin and Light Laptop', 'Suitable For': 'Everyday Use, Entertainment, Learning, Performance, Travel & Business, Processing & Multitasking', 'Battery Backup': '5-6 hour', 'MS Office Provided': 'No'}, 'Processor And Memory Features': {'Processor Brand': 'Intel', 'Processor Name': 'Celeron Dual Core', 'Processor Generation': '9th Gen', 'SSD': 'Yes', 'SSD Capacity': '256 GB', 'RAM': '4 GB', 'RAM Type': 'DDR4', 'Graphic Processor': 'Intel Integrated'}, 'Operating System': {'Operating System': 'Windows 11 Home'}, 'Display And Audio Features': {'Touchscreen': 'No', 'Screen Size': '39.62 cm (15.6 inch)', 'Screen Resolution': '1920*1080 pixel'}, 'Connectivity Features': {'Bluetooth': 'yes'}, 'Additional Features': {'Disk Drive': 'Not Available'}, 'Warranty': {'Warranty Summary': '1 Year', 'Warranty Service Type': 'On site', 'Covered in Warranty': 'Manufacturing defects', 'Not Covered in Warranty': 'Any kind of physical damage including electrical surge. No software coverage in warranty'}}",https://www.flipkart.com/axl-intel-celeron-dual-core-9th-gen-4-gb-256-gb-ssd-windows-11-home-15w-lap02-thin-light-laptop/p/itm50377e8d175f3?pid=COMGPXFVFZSH9FYX&lid=LSTCOMGPXFVFZSH9FYXLGV3ST&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_1_1&otracker=AS_QueryStore_HistoryAutoSuggest_4_0_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_4_0_na_na_na&iid=en_u0Fqp8Jc7erRvjzbganr8_yVdJJnRjz1tIfiNL357AIqK4teEfEwhKoV60ib8ncUi4bFHmyRF2TSh2mZ2cquPg%3D%3D&ssid=4jwpm3argw0000001707934713527&qH=312f91285e048e09
"CHUWI Intel Core i3 10th Gen 1005G1 - (8 GB/512 GB SSD/Windows 11 Home) CoreBook X Grey Laptop  (14 inch, Grey, 1.40 kg)",4.1,919 Ratings & 166 Reviews,"₹24,980","₹49,990",50% off,"['Bank Offer10% off on BOBCARD Transactions, up to ₹1,000 on orders of ₹10,000 and aboveT&C', 'Bank Offer10% off on BOBCARD EMI Transactions, up to ₹2,000 on orders of ₹10,000 and aboveT&C', 'Bank Offer10% off on Citi-branded Credit and Debit Card Txns, up to ₹1,500 on orders of ₹10,000 and aboveT&C', 'Special PriceGet extra 26% off (price inclusive of cashback/coupon)T&C', 'Buy This Product and get ₹500 Off on Next AC Purchase*T&C', 'Partner OfferSign-up for Flipkart Pay Later & get free Times Prime Benefits worth ₹10,000*Know More', 'Bank Offer10% off on Citi-branded Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and aboveT&C', 'Bank Offer10% off on HSBC Bank Credit Card and EMI Transactions, up to ₹1,500 on orders of ₹5,000 and aboveT&C', 'Bank Offer10% off on Federal Bank Credit Card Transactions, up to ₹1,250 on orders of ₹10,000 and aboveT&C', 'Bank Offer10% off on Federal Bank Credit Card EMI Transactions, up to ₹1,750 on orders of ₹10,000 and aboveT&C', 'Bank OfferFlat ₹1,000 off on OneCard Credit Card EMI Transactions on orders of ₹10,000 and aboveT&C', 'Bank Offer10% off on DBS Bank Credit Card Transactions, up to ₹2,000 on orders of ₹5,000 and aboveT&C', 'Bank OfferExtra ₹1000 off on BOBCARD EMI Txns of 9 months and above tenure, Min Product Value ₹29,990T&C', 'Bank OfferExtra ₹500 off on Citi-branded Credit Card EMI Transactions on products priced ₹29,990 and aboveT&C', 'Bank OfferExtra ₹500 off on HSBC Bank Credit Card EMI Transactions on products priced ₹24,990 and aboveT&C', 'Bank Offer5% Cashback on Flipkart Axis Bank CardT&C', 'EMI starting from ₹879/monthView Plans']","Delivery by22 Feb, Thursday|Free₹40?","{'General': {'Sales Package': 'Laptop, Charger, User Guide Manual', 'Model Number': 'CoreBook X Grey', 'Part Number': 'CWI575', 'Model Name': 'CoreBook X', 'Color': 'Grey', 'Type': 'Laptop', 'Suitable For': 'Entertainment, Everyday Use, Learning, Processing & Multitasking, Travel & Business', 'Battery Backup': 'Up To 8 Hours', 'Power Supply': '65 W AC Adapter', 'MS Office Provided': 'No', 'Inbuilt 4G LTE': 'No', 'Stylus Included': 'No'}, 'Processor And Memory Features': {'Processor Brand': 'Intel', 'Processor Name': 'Core i3', 'Processor Generation': '10th Gen', 'SSD': 'Yes', 'SSD Capacity': '512 GB', 'RAM': '8 GB', 'RAM Type': 'DDR4', 'Processor Variant': '1005G1', 'Clock Speed': '1.2GHz', 'Graphic Processor': 'Intel Integrated Intel UHD Graphics', 'Number of Cores': '2'}, 'Operating System': {'OS Architecture': '64 bit', 'Operating System': 'Windows 11 Home'}, 'Port And Slot Features': {'Dock Port': 'No', 'USB Port': '2 x USB 3.0', 'HDMI Port': '1 X HDMI', 'Multi Card Slot': 'Yes'}, 'Display And Audio Features': {'Touchscreen': 'No', 'Screen Size': '35.56 cm (14 inch)', 'Screen Resolution': '1920 x 1200 pixel', 'Screen Type': 'Full HD', 'Speakers': 'Dual Speaker', 'Internal Mic': 'Yes', 'Brightness': '280 Nits'}, 'Connectivity Features': {'Wireless LAN': 'WIFI6 (802.11ax1)', 'Bluetooth': '5.2', 'NFC Support': 'No'}, 'Dimensions': {'Dimensions': '250 x 50 x 60', 'Weight': '1.40 kg'}, 'Additional Features': {'Disk Drive': 'Not Available', 'Web Camera': 'Yes', 'Face Recognition': 'No', 'Lock Port': 'No', 'Keyboard': 'Full-Sized Keyword (Borderless Design)', 'Backlit Keyboard': 'Yes', 'Included Software': 'WPS Office, Operating System Software', 'Laptop Bag': 'No'}, 'Warranty': {'Warranty Summary': '1 Year Onsite Warranty', 'Warranty Service Type': 'Service Center', 'Covered in Warranty': 'Manufacturing Defects', 'Not Covered in Warranty': 'Water & Physical Damage', 'Domestic Warranty': '1 Year'}}",https://www.flipkart.com/chuwi-intel-core-i3-10th-gen-1005g1-8-gb-512-gb-ssd-windows-11-home-corebook-x-grey-laptop/p/itm60983f1093f2d?pid=COMGQHRQZSPVRDZE&lid=LSTCOMGQHRQZSPVRDZEQTPAAX&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_1_2&otracker=AS_QueryStore_HistoryAutoSuggest_4_0_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_4_0_na_na_na&iid=en_u0Fqp8Jc7erRvjzbganr8_yVdJJnRjz1tIfiNL357AJUpbEQr-N6IgoaC4V4ii_sLWlGxNlLbfsEQAgnpOLtYQ%3D%3D&ssid=4jwpm3argw0000001707934713527&qH=312f91285e048e09
"ASUS Vivobook 15 Intel Core i3 11th Gen 1115G4 - (8 GB/512 GB SSD/Windows 11 Home) X515EA-EJ322WS | X515EA-EJ328WS | X1500EA-EJ3379WS Thin and Light Laptop  (15.6 Inch, Transparent Silver, 1.80 kg, With MS Office)",4.3,"7,204 Ratings & 650 Reviews","₹31,990","₹49,990",36% off,"['Bank Offer10% off on BOBCARD Transactions, up to ₹1,000 on orders of ₹10,000 and aboveT&C', 'Bank Offer10% off on BOBCARD EMI Transactions, up to ₹2,000 on orders of ₹10,000 and aboveT&C', 'Bank Offer10% off on Citi-branded Credit and Debit Card Txns, up to ₹1,500 on orders of ₹10,000 and aboveT&C', 'Special PriceGet extra 20% off (price inclusive of cashback/coupon)T&C', 'Buy This Product and get ₹500 Off on Next AC Purchase*T&C', 'Partner OfferSign-up for Flipkart Pay Later & get free Times Prime Benefits worth ₹10,000*Know More', 'Bank Offer10% off on Citi-branded Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and aboveT&C', 'Bank Offer10% off on HSBC Bank Credit Card and EMI Transactions, up to ₹1,500 on orders of ₹5,000 and aboveT&C', 'Bank Offer10% off on Federal Bank Credit Card Transactions, up to ₹1,250 on orders of ₹10,000 and aboveT&C', 'Bank Offer10% off on Federal Bank Credit Card EMI Transactions, up to ₹1,750 on orders of ₹10,000 and aboveT&C', 'Bank OfferFlat ₹1,000 off on OneCard Credit Card EMI Transactions on orders of ₹10,000 and aboveT&C', 'Bank Offer10% off on DBS Bank Credit Card Transactions, up to ₹2,000 on orders of ₹5,000 and aboveT&C', 'Bank OfferExtra ₹1000 off on BOBCARD EMI Txns of 9 months and above tenure, Min Product Value ₹29,990T&C', 'Bank OfferExtra ₹500 off on Citi-branded Credit Card EMI Transactions on products priced ₹29,990 and aboveT&C', 'Bank OfferExtra ₹500 off on HSBC Bank Credit Card EMI Transactions on products priced ₹24,990 and aboveT&C', 'Bank Offer5% Cashback on Flipkart Axis Bank CardT&C', 'Bank OfferExtra 1% Off on UPI transactionsT&C', 'EMI starting from ₹1,125/monthView Plans']","Delivery by22 Feb, Thursday|Free₹40?","{'General': {'Sales Package': 'Laptop, Battery, Adapter, Cables and User Manuals', 'Model Number': 'X515EA-EJ322WS | X515EA-EJ328WS | X1500EA-EJ3379WS', 'Part Number': '90NB0TY2-M00JK0 | 90NB0TY2-M047X0 | 90NB0TY6-M03EL0', 'Model Name': 'X515EA-EJ322WS | X515EA-EJ328WS | X1500EA-EJ3379WS', 'Series': 'Vivobook 15', 'Color': 'Transparent Silver', 'Type': 'Thin and Light Laptop', 'Suitable For': 'Processing & Multitasking', 'Battery Cell': '2 Cell', 'MS Office Provided': 'Yes'}, 'Processor And Memory Features': {'Processor Brand': 'Intel', 'Processor Name': 'Core i3', 'Processor Generation': '11th Gen', 'SSD': 'Yes', 'SSD Capacity': '512 GB', 'RAM': '8 GB', 'RAM Type': 'DDR4', 'Processor Variant': '1115G4', 'Clock Speed': '3.0 GHz up to max turbo frequency at 4.1 GHz', 'Expandable Memory': '16', 'Cache': '6', 'Graphic Processor': 'Intel Integrated UHD', 'Number of Cores': '2', 'Expandable SSD Capacity': '2 TB'}, 'Operating System': {'OS Architecture': '64 bit', 'Operating System': 'Windows 11 Home', 'Supported Operating System': 'Windows 11 Home'}, 'Port And Slot Features': {'Mic In': 'Yes', 'USB Port': '1 x USB 3.2 Gen 1 Type-A, 1 x USB 3.2 Gen 1 Type-C, 2 x USB 2.0 Type-A', 'HDMI Port': '1 x HDMI 1.4 port', 'Hardware Interface': 'PCIe NVMe M.2'}, 'Display And Audio Features': {'Touchscreen': 'No', 'Screen Size': '39.62 cm (15.6 Inch)', 'Screen Resolution': '1920 x 1080 Pixel', 'Screen Type': 'FHD (1920 x 1080) 16:9 aspect ratio, LED Backlit LCD, Anti-glare display, 200nits Brightness, 83 % Screen-to-body ratio', 'Speakers': 'Built-in Speaker', 'Internal Mic': 'Built-in Microphone'}, 'Connectivity Features': {'Wireless LAN': 'Wi-Fi 5(802.11ac) (Dual band) 1x1', 'Bluetooth': 'v4.1'}, 'Dimensions': {'Dimensions': '360 x 235 x 19.9 mm', 'Weight': '1.80 kg'}, 'Additional Features': {'Disk Drive': 'Not Available', 'Web Camera': 'VGA camera', 'Finger Print Sensor': 'Yes', 'Keyboard': 'Chiclet Keyboard with Num-key', 'Backlit Keyboard': 'No', 'Additional Features': '37 WHrs Li-ion Battery'}, 'Warranty': {'Warranty Summary': '1 Year Onsite Warranty', 'Warranty Service Type': 'Onsite', 'Covered in Warranty': 'Manufacturing Defects', 'Not Covered in Warranty': 'Physical Damage', 'Domestic Warranty': '1 Year'}}",https://www.flipkart.com/asus-vivobook-15-intel-core-i3-11th-gen-1115g4-8-gb-512-gb-ssd-windows-11-home-x515ea-ej322ws-x515ea-ej328ws-x1500ea-ej3379ws-thin-light-laptop/p/itmee696f665be05?pid=COMGA5TUCZAV4HGH&lid=LSTCOMGA5TUCZAV4HGHWM8PS0&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&spotlightTagId=BestsellerId_6bo%2Fb5g&srno=s_1_3&otracker=AS_QueryStore_HistoryAutoSuggest_4_0_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_4_0_na_na_na&iid=3c1e4b90-277c-42c2-8edf-7aaa956ec40b.COMGA5TUCZAV4HGH.SEARCH&ssid=4jwpm3argw0000001707934713527&qH=312f91285e048e09
"HP Intel Core i3 11th Gen - (8 GB/512 GB SSD/Windows 10 Pro) 250 G8 Laptop  (15.6 inch, Black)",4.3,20 Ratings & 2 Reviews,"₹32,200","₹49,990",35% off,"['Bank Offer10% off on BOBCARD Transactions, up to ₹1,000 on orders of ₹10,000 and aboveT&C', 'Bank Offer10% off on BOBCARD EMI Transactions, up to ₹2,000 on orders of ₹10,000 and aboveT&C', 'Bank Offer10% off on Citi-branded Credit and Debit Card Txns, up to ₹1,500 on orders of ₹10,000 and aboveT&C', 'Special PriceGet extra 15% off (price inclusive of cashback/coupon)T&C', 'Buy This Product and get ₹500 Off on Next AC Purchase*T&C', 'Partner OfferSign-up for Flipkart Pay Later & get free Times Prime Benefits worth ₹10,000*Know More', 'Bank Offer10% off on Citi-branded Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and aboveT&C', 'Bank Offer10% off on HSBC Bank Credit Card and EMI Transactions, up to ₹1,500 on orders of ₹5,000 and aboveT&C', 'Bank Offer10% off on Federal Bank Credit Card Transactions, up to ₹1,250 on orders of ₹10,000 and aboveT&C', 'Bank Offer10% off on Federal Bank Credit Card EMI Transactions, up to ₹1,750 on orders of ₹10,000 and aboveT&C', 'Bank OfferFlat ₹1,000 off on OneCard Credit Card EMI Transactions on orders of ₹10,000 and aboveT&C', 'Bank Offer10% off on DBS Bank Credit Card Transactions, up to ₹2,000 on orders of ₹5,000 and aboveT&C', 'Bank OfferExtra ₹1000 off on BOBCARD EMI Txns of 9 months and above tenure, Min Product Value ₹29,990T&C', 'Bank OfferExtra ₹500 off on Citi-branded Credit Card EMI Transactions on products priced ₹29,990 and aboveT&C', 'Bank OfferExtra ₹500 off on HSBC Bank Credit Card EMI Transactions on products priced ₹24,990 and aboveT&C', 'Bank Offer5% Cashback on Flipkart Axis Bank CardT&C', 'EMI starting from ₹1,133/monthView Plans']","Delivery by21 Feb, Wednesday|Free₹40?","{'General': {'Sales Package': 'Laptop, Power Adaptor, User Guide, Warranty Documents', 'Model Number': '250 G8', 'Part Number': '3Y668PA', 'Model Name': '250 G8', 'Color': 'Black', 'Type': 'Laptop', 'Suitable For': 'Everyday Use', 'Battery Backup': 'UPTO 6 HRS', 'MS Office Provided': 'No'}, 'Processor And Memory Features': {'Processor Brand': 'Intel', 'Processor Name': 'Core i3', 'Processor Generation': '11th Gen', 'SSD': 'Yes', 'SSD Capacity': '512 GB', 'RAM': '8 GB', 'RAM Type': 'DDR4', 'Graphic Processor': 'Intel Integrated'}, 'Operating System': {'Operating System': 'Windows 10 Pro'}, 'Display And Audio Features': {'Touchscreen': 'No', 'Screen Size': '39.62 cm (15.6 inch)', 'Screen Resolution': '1366 X 768$$Pixels pixel'}, 'Connectivity Features': {'Bluetooth': 'YES'}, 'Additional Features': {'Disk Drive': 'Not Available'}, 'Warranty': {'Warranty Summary': '1 YEAR', 'Warranty Service Type': 'ONSITE', 'Covered in Warranty': 'MANUFACTURING DEFECT', 'Not Covered in Warranty': 'PHYSICAL DEFECT'}}",https://www.flipkart.com/hp-intel-core-i3-11th-gen-8-gb-512-gb-ssd-windows-10-pro-250-g8-laptop/p/itmb8d1a636ac298?pid=COMGACFGEDPUANCQ&lid=LSTCOMGACFGEDPUANCQHQWUQL&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_1_4&otracker=AS_QueryStore_HistoryAutoSuggest_4_0_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_4_0_na_na_na&iid=3c1e4b90-277c-42c2-8edf-7aaa956ec40b.COMGACFGEDPUANCQ.SEARCH&ssid=4jwpm3argw0000001707934713527&qH=312f91285e048e09
"HP 255G9 AMD Ryzen 3 Dual Core AMD Ryzen3 3250 - (8 GB/512 GB SSD/Windows 11 Home) 255 G8 Notebook Notebook  (15.6 inch, Dark Ash, 1.78 kg)",4.2,73 Ratings & 5 Reviews,"₹24,790","₹44,911",44% off,"['Bank Offer10% off on BOBCARD Transactions, up to ₹1,000 on orders of ₹10,000 and aboveT&C', 'Bank Offer10% off on BOBCARD EMI Transactions, up to ₹2,000 on orders of ₹10,000 and aboveT&C', 'Bank Offer10% off on Citi-branded Credit and Debit Card Txns, up to ₹1,500 on orders of ₹10,000 and aboveT&C', 'Special PriceGet extra 29% off (price inclusive of cashback/coupon)T&C', 'Buy This Product and get ₹500 Off on Next AC Purchase*T&C', 'Partner OfferSign-up for Flipkart Pay Later & get free Times Prime Benefits worth ₹10,000*Know More', 'Bank Offer10% off on Citi-branded Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and aboveT&C', 'Bank Offer10% off on HSBC Bank Credit Card and EMI Transactions, up to ₹1,500 on orders of ₹5,000 and aboveT&C', 'Bank Offer10% off on Federal Bank Credit Card Transactions, up to ₹1,250 on orders of ₹10,000 and aboveT&C', 'Bank Offer10% off on Federal Bank Credit Card EMI Transactions, up to ₹1,750 on orders of ₹10,000 and aboveT&C', 'Bank OfferFlat ₹1,000 off on OneCard Credit Card EMI Transactions on orders of ₹10,000 and aboveT&C', 'Bank Offer10% off on DBS Bank Credit Card Transactions, up to ₹2,000 on orders of ₹5,000 and aboveT&C', 'Bank OfferExtra ₹1000 off on BOBCARD EMI Txns of 9 months and above tenure, Min Product Value ₹29,990T&C', 'Bank OfferExtra ₹500 off on Citi-branded Credit Card EMI Transactions on products priced ₹29,990 and aboveT&C', 'Bank OfferExtra ₹500 off on HSBC Bank Credit Card EMI Transactions on products priced ₹24,990 and aboveT&C', 'Bank Offer5% Cashback on Flipkart Axis Bank CardT&C', 'EMI starting from ₹872/monthView Plans']","Delivery by21 Feb, Wednesday|Free₹40?","{'General': {'Sales Package': 'Laptop 1 ; Adapter 1 ; Power Cable 1', 'Model Number': '255 G8 Notebook', 'Part Number': '62y23pa', 'Model Name': 'HP 255G9', 'Series': '255G9', 'Color': 'Dark Ash', 'Type': 'Notebook', 'Suitable For': 'Everyday Use', 'Battery Backup': 'upto 6 hours', 'Power Supply': 'HP Smart 65 W EM External AC power adapter', 'Battery Cell': '3 Cell', 'MS Office Provided': 'No', 'Inbuilt 4G LTE': 'No', 'Stylus Included': 'No'}, 'Processor And Memory Features': {'Processor Brand': 'AMD', 'Processor Name': 'Ryzen 3 Dual Core', 'SSD': 'Yes', 'SSD Capacity': '512 GB', 'RAM': '8 GB', 'RAM Type': 'DDR4', 'Processor Variant': 'AMD Ryzen3 3250', 'Chipset': 'AMD Radeon Vega 8 Graphics', 'Clock Speed': '1.0 GHz base frequency, up to 3.6 GHz with Intel® Turbo Boost Technology,', 'Memory Slots': '2 SODIMM', 'Expandable Memory': 'upto 64 gb', 'Cache': '4 Mb L3', 'Graphic Processor': 'AMD Radeon Vega 8 Graphics', 'Number of Cores': '2'}, 'Operating System': {'OS Architecture': '64 bit', 'Operating System': 'Windows 11 Home', 'Supported Operating System': 'Windows, Linux', 'System Architecture': '64 bit'}, 'Port And Slot Features': {'S-video': 'No', 'Dock Port': 'Yes', 'Firewire Port': 'No', 'RJ11': 'No', 'Mic In': 'Yes', 'RJ45': 'Yes', 'VGA Port': 'No', 'USB Port': '2 USB 3.1 Gen 1; 1 USB 2.0;', 'HDMI Port': '1 HDMI 1.4b', 'Multi Card Slot': '1 multi-format digital media reader', 'Hardware Interface': 'sata III'}, 'Display And Audio Features': {'Touchscreen': 'No', 'Screen Size': '39.62 cm (15.6 inch)', 'Screen Resolution': '1920 * 1080 pixel', 'Screen Type': 'FHD SVA anti-glare WLED-backlit', 'Speakers': 'Dual stereo speakers', 'Internal Mic': 'microphone combo', 'Sound Properties': 'Dual stereo speakers', 'Brightness': '220 Nits'}, 'Connectivity Features': {'Wireless LAN': 'Realtek RTL8822CE 802.11a/b/g/n/ac (2x2) Wi-Fi® with Bluetooth® 5 Combo', 'Bluetooth': 'Yes', 'Ethernet': 'Integrated 10/100/1000 GbE NIC', 'NFC Support': 'No', 'Wireless WAN': 'Realtek RTL8822CE 802.11a/b/g/n/ac (2x2) Wi-Fi® with Bluetooth® 5 Combo'}, 'Dimensions': {'Dimensions': '37.6 x 24.6 x 2.25 cm', 'Weight': '1.78 kg'}, 'Additional Features': {'Disk Drive': 'Not Available', 'Web Camera': 'Yes', 'Read/Write Speed': nan, 'Finger Print Sensor': 'No', 'Face Recognition': 'No', 'Lock Port': 'Yes', 'Antivirus': 'HP', 'Keyboard': 'Yes', 'Backlit Keyboard': 'No', 'Pointer Device': 'Yes', 'Recovery Options': 'Operating System', 'Included Software': 'Windows 11', 'Laptop Bag': 'No', 'Other Accessories': nan}, 'Warranty': {'Warranty Summary': '1 Year', 'Warranty Service Type': 'On Site Warranty', 'Covered in Warranty': 'Hardware for 1 Year', 'Not Covered in Warranty': 'Physical Damage', 'Domestic Warranty': '1 Year', 'International Warranty': '0 Months'}}",https://www.flipkart.com/hp-255g9-amd-ryzen-3-dual-core-ryzen3-3250-8-gb-512-gb-ssd-windows-11-home-255-g8-notebook/p/itm77dde4dbe727e?pid=COMGFBK9A3Z2QD9H&lid=LSTCOMGFBK9A3Z2QD9H6X5IIF&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_1_5&otracker=AS_QueryStore_HistoryAutoSuggest_4_0_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_4_0_na_na_na&iid=3c1e4b90-277c-42c2-8edf-7aaa956ec40b.COMGFBK9A3Z2QD9H.SEARCH&ssid=4jwpm3argw0000001707934713527&qH=312f91285e048e09
